company_id,creator,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
AAPL,Alibaba,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models (Apple Intelligence) so competitor; no cloud IaaS; no hardware for AI training; no investment in Alibaba
AAPL,Anthropic,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in Anthropic
AAPL,DeepSeek,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in DeepSeek
AAPL,Google,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in Google
AAPL,Kuaishou,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in Kuaishou
AAPL,Meta,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in Meta
AAPL,Microsoft,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in Microsoft
AAPL,Mistral AI,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in Mistral
AAPL,OpenAI,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in OpenAI
AAPL,Runway,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in Runway
AAPL,ShengShu Technology,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in ShengShu
AAPL,Stability AI,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in Stability AI
AAPL,Zhipu AI,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in Zhipu AI
AAPL,xAI,0,0,0,1,0,1,0,0,0.90,Apple deploys AI in iOS/devices as tool (downstream_deployer); develops own on-device models so competitor; no cloud; no investment in xAI
AMZN,Alibaba,0,1,0,0,0,1,0,0,0.90,AWS is major cloud IaaS (upstream_cloud); Amazon develops Titan/Nova models from scratch (competitor); not owner of Alibaba; no investment in Alibaba
AMZN,Anthropic,0,1,0,0,0,1,1,0,0.95,AWS is major cloud IaaS hosting Anthropic models (upstream_cloud); Amazon develops own models (competitor); Amazon invested ~$4B in Anthropic (is_investor)
AMZN,DeepSeek,0,1,0,0,0,1,0,0,0.90,AWS is major cloud IaaS (upstream_cloud); Amazon develops own models (competitor); no investment in DeepSeek
AMZN,Google,0,1,0,0,0,1,0,0,0.90,AWS is major cloud IaaS (upstream_cloud); Amazon develops own models (competitor); no investment in Google
AMZN,Kuaishou,0,1,0,0,0,1,0,0,0.85,AWS is major cloud IaaS (upstream_cloud); Amazon develops own models (competitor); no investment in Kuaishou
AMZN,Meta,0,1,0,0,0,1,0,0,0.90,AWS is major cloud IaaS (upstream_cloud); Amazon develops own models (competitor); no investment in Meta
AMZN,Microsoft,0,1,0,0,0,1,0,0,0.90,AWS is major cloud IaaS (upstream_cloud); Amazon develops own models (competitor); no investment in Microsoft
AMZN,Mistral AI,0,1,0,0,0,1,0,0,0.90,AWS is major cloud IaaS (upstream_cloud); Amazon develops own models (competitor); no investment in Mistral
