company_id,creator,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
000660 KS,Alibaba,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,Anthropic,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,DeepSeek,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,Google,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,Kuaishou,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,Meta,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,Microsoft,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,Mistral AI,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,OpenAI,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,Runway,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,ShengShu Technology,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,Stability AI,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,xAI,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
000660 KS,Zhipu AI,1,0,0,0,0,0,0,0,H,HBM memory supplier for AI training/inference infrastructure
005930 KS,Alibaba,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,Anthropic,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,DeepSeek,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,Google,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,Kuaishou,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,Meta,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,Microsoft,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,Mistral AI,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,OpenAI,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,Runway,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,ShengShu Technology,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,Stability AI,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,xAI,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
005930 KS,Zhipu AI,1,0,0,0,0,0,0,0,H,HBM/DRAM supplier and chip foundry for AI infrastructure
2353 TT,Alibaba,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,Anthropic,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,DeepSeek,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,Google,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,Kuaishou,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,Meta,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,Microsoft,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,Mistral AI,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,OpenAI,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,Runway,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,ShengShu Technology,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,Stability AI,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,xAI,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2353 TT,Zhipu AI,1,0,0,0,0,0,0,0,L,PC/server hardware manufacturer; indirect link to AI compute infrastructure
2395 TT,Alibaba,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,Anthropic,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,DeepSeek,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,Google,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,Kuaishou,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,Meta,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,Microsoft,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,Mistral AI,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,OpenAI,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,Runway,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,ShengShu Technology,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,Stability AI,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,xAI,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
2395 TT,Zhipu AI,1,0,0,0,0,0,0,0,L,Edge computing and industrial IoT hardware; indirect link to AI infrastructure
3443 TT,Alibaba,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,Anthropic,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,DeepSeek,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,Google,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,Kuaishou,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,Meta,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,Microsoft,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,Mistral AI,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,OpenAI,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,Runway,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,ShengShu Technology,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,Stability AI,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,xAI,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
3443 TT,Zhipu AI,1,0,0,0,0,0,0,0,L,Memory modules supplier; indirect link to AI infrastructure
AMBA,Alibaba,1,0,0,0,0,0,0,0,L,Edge AI vision processors; indirect link to LLM training infrastructure
AMBA,Anthropic,1,0,0,0,0,0,0,0,L,Edge AI vision processors; indirect link to LLM training infrastructure
AMBA,DeepSeek,1,0,0,0,0,0,0,0,L,Edge AI vision processors; indirect link to LLM training infrastructure
AMBA,Google,1,0,0,0,0,0,0,0,L,Edge AI vision processors; indirect link to LLM training infrastructure
