company_id,creator,upstream_hardware,upstream_cloud,downstream_integrator,downstream_deployer,downstream_enabler,competitor,is_investor,is_owner,confidence,justification
ADBE,Alibaba,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,Anthropic,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,DeepSeek,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,Google,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,Kuaishou,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,Meta,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,Microsoft,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,Mistral AI,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,OpenAI,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,Runway,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,ShengShu Technology,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,Stability AI,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,Zhipu AI,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
ADBE,xAI,0,0,1,0,0,0,0,0,H,Adobe Firefly generative AI is core to Creative Cloud; LLM/generative model improvements directly enhance product value
AI,Alibaba,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,Anthropic,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,DeepSeek,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,Google,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,Kuaishou,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,Meta,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,Microsoft,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,Mistral AI,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,OpenAI,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,Runway,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,ShengShu Technology,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,Stability AI,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,Zhipu AI,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
AI,xAI,0,0,1,0,0,0,0,0,H,C3.ai is an AI-native enterprise platform; entire business model depends on AI model capability advances
APP,Alibaba,0,0,1,0,0,0,0,0,H,AppLovin AXON AI engine is the core ad optimization product; AI capability directly drives ad performance and revenue
APP,Anthropic,0,0,1,0,0,0,0,0,H,AppLovin AXON AI engine is the core ad optimization product; AI capability directly drives ad performance and revenue
